RMAID,OrderID,Step,Status,Reason
15400,15338,Received returned equipment,Initiated,Order
15401,15339,Product replacement or account refund processed,Complete,Order
15402,15349,Received returned equipment,Initiated,Order
15403,15349,Product replacement or account refund processed,Complete,Incorrect
15404,15350,Awaiting customer Documentation,Pending,Defective
15405,15343,Awaiting customer Documentation,Pending,Defective
15406,15346,Product replacement or account refund processed,Complete,Incorrect
15407,15348,Awaiting customer Documentation,Pending,Incorrect
15408,15349,Product replacement or account refund processed,Complete,Defective
15409,15350,Product replacement or account refund processed,Complete,Order
15410,15351,Product replacement or account refund processed,Complete,Defective
15411,15352,Product replacement or account refund processed,Complete,Order
15412,15353,Product replacement or account refund processed,Complete,Defective
15413,15354,Received returned equipment,Initiated,Order
15414,15358,Product replacement or account refund processed,Complete,Defective
15415,15361,Product replacement or account refund processed,Complete,Incorrect
15416,15363,Product replacement or account refund processed,Complete,Defective
15417,15355,Product replacement or account refund processed,Complete,Defective
15418,15365,Product replacement or account refund processed,Complete,Order
15419,15357,Product replacement or account refund processed,Complete,Defective
15420,15367,Product replacement or account refund processed,Complete,Incorrect
15421,15368,Product replacement or account refund processed,Complete,Rejected
15422,15367,Product replacement or account refund processed,Complete,Defective
15423,15368,Product replacement or account refund processed,Complete,Defective
15424,15367,Product replacement or account refund processed,Complete,Incorrect
15425,15368,Product replacement or account refund processed,Complete,Incorrect
15426,15364,Awaiting customer Documentation,Pending,Defective
15427,15374,Product replacement or account refund processed,Complete,Defective
15428,15374,Product replacement or account refund processed,Complete,Defective
15429,15376,Product replacement or account refund processed,Complete,Incorrect
15430,15375,Product replacement or account refund processed,Complete,Order
15431,15376,Product replacement or account refund processed,Complete,Order
15432,15377,Awaiting customer Documentation,Pending,Incorrect
15433,15378,Product replacement or account refund processed,Complete,Incorrect
15434,15372,Product replacement or account refund processed,Complete,Order
15435,15373,Product replacement or account refund processed,Complete,Order
15436,15383,Product replacement or account refund processed,Complete,Defective
15437,15375,Product replacement or account refund processed,Complete,Incorrect
15438,15376,Product replacement or account refund processed,Complete,Defective
15439,15386,Awaiting customer Documentation,Pending,Defective
15440,15387,Product replacement or account refund processed,Complete,Defective
15441,15379,Product replacement or account refund processed,Complete,Order
15442,15389,Product replacement or account refund processed,Complete,Defective
15443,15389,Product replacement or account refund processed,Complete,Defective
15444,15382,Product replacement or account refund processed,Complete,Incorrect
15445,15392,Received returned equipment,Initiated,Order
15446,15384,Product replacement or account refund processed,Complete,Rejected
15447,15385,Received returned equipment,Initiated,Incorrect
15448,15386,Product replacement or account refund processed,Complete,Incorrect
15449,15387,Product replacement or account refund processed,Complete,Incorrect
15450,15397,Awaiting customer Documentation,Pending,Order
15451,15397,Product replacement or account refund processed,Complete,Incorrect
15452,15397,Product replacement or account refund processed,Complete,Incorrect
15453,15392,Product replacement or account refund processed,Complete,Defective
15454,15401,Product replacement or account refund processed,Complete,Defective
15455,15401,Product replacement or account refund processed,Complete,Incorrect
15456,15394,Product replacement or account refund processed,Complete,Defective
15457,15404,Product replacement or account refund processed,Complete,Incorrect
15458,15404,Product replacement or account refund processed,Complete,Defective
15459,15404,Product replacement or account refund processed,Complete,Incorrect
15460,15401,Product replacement or account refund processed,Complete,Defective
15461,15403,Product replacement or account refund processed,Complete,Incorrect
15462,15404,Product replacement or account refund processed,Complete,Defective
15463,15405,Product replacement or account refund processed,Complete,Incorrect
15464,15408,Product replacement or account refund processed,Complete,Defective
15465,15409,Product replacement or account refund processed,Complete,Order
15466,15413,Product replacement or account refund processed,Complete,Incorrect
15467,15405,Product replacement or account refund processed,Complete,Defective
15468,15415,Product replacement or account refund processed,Complete,Incorrect
15469,15416,Received returned equipment,Initiated,Defective
15470,15408,Product replacement or account refund processed,Complete,Incorrect
15471,15418,Product replacement or account refund processed,Complete,Defective
15472,15410,Received returned equipment,Initiated,Defective
15473,15412,Product replacement or account refund processed,Complete,Incorrect
15474,15421,Product replacement or account refund processed,Complete,Order
15475,15422,Product replacement or account refund processed,Complete,Order
15476,15422,Product replacement or account refund processed,Complete,Order
15477,15422,Product replacement or account refund processed,Complete,Incorrect
15478,15422,Product replacement or account refund processed,Complete,Defective
15479,15422,Product replacement or account refund processed,Complete,Incorrect
15480,15426,Awaiting customer Documentation,Pending,Defective
15481,15421,Product replacement or account refund processed,Complete,Incorrect
15482,15422,Product replacement or account refund processed,Complete,Incorrect
15483,15426,Product replacement or account refund processed,Complete,Incorrect
15484,15428,Product replacement or account refund processed,Complete,Incorrect
15485,15424,Product replacement or account refund processed,Complete,Defective
15486,15425,Product replacement or account refund processed,Complete,Order
15487,15434,Product replacement or account refund processed,Complete,Defective
15488,15435,Product replacement or account refund processed,Complete,Order
15489,15435,Product replacement or account refund processed,Complete,Defective
15490,15428,Product replacement or account refund processed,Complete,Order
15491,15429,Product replacement or account refund processed,Complete,Incorrect
15492,15439,Product replacement or account refund processed,Complete,Defective
15493,15439,Product replacement or account refund processed,Complete,Incorrect
15494,15440,Product replacement or account refund processed,Complete,Incorrect
15495,15442,Product replacement or account refund processed,Complete,Defective
15496,15434,Product replacement or account refund processed,Complete,Incorrect
15497,15444,Product replacement or account refund processed,Complete,Incorrect
15498,15444,Product replacement or account refund processed,Complete,Incorrect
15499,15444,Awaiting customer Documentation,Pending,Incorrect
15500,15438,Product replacement or account refund processed,Complete,Defective
15501,15439,Product replacement or account refund processed,Complete,Order
15502,15440,Product replacement or account refund processed,Complete,Incorrect
15503,15441,Product replacement or account refund processed,Complete,Defective
15504,15442,Product replacement or account refund processed,Complete,Defective
15505,15452,Product replacement or account refund processed,Complete,Defective
15506,15444,Product replacement or account refund processed,Complete,Incorrect
15507,15445,Received returned equipment,Initiated,Defective
15508,15455,Awaiting customer Documentation,Pending,Defective
15509,15456,Product replacement or account refund processed,Complete,Incorrect
15510,15457,Product replacement or account refund processed,Complete,Defective
15511,15452,Product replacement or account refund processed,Complete,Order
15512,15453,Product replacement or account refund processed,Complete,Incorrect
15513,15460,Product replacement or account refund processed,Complete,Order
15514,15455,Product replacement or account refund processed,Complete,Defective
15515,15456,Product replacement or account refund processed,Complete,Order
15516,15463,Product replacement or account refund processed,Complete,Incorrect
15517,15457,Product replacement or account refund processed,Complete,Incorrect
15518,15465,Product replacement or account refund processed,Complete,Incorrect
15519,15459,Product replacement or account refund processed,Complete,Incorrect
15520,15460,Product replacement or account refund processed,Complete,Incorrect
15521,15461,Product replacement or account refund processed,Complete,Incorrect
15522,15463,Product replacement or account refund processed,Complete,Defective
15523,15465,Product replacement or account refund processed,Complete,Incorrect
15524,15467,Product replacement or account refund processed,Complete,Defective
15525,15469,Product replacement or account refund processed,Complete,Order
15526,15470,Product replacement or account refund processed,Complete,Order
15527,15474,Product replacement or account refund processed,Complete,Rejected
15528,15475,Product replacement or account refund processed,Complete,Order
15529,15476,Product replacement or account refund processed,Complete,Defective
15530,15476,Product replacement or account refund processed,Complete,Defective
15531,15478,Received returned equipment,Initiated,Defective
15532,15479,Product replacement or account refund processed,Complete,Incorrect
15533,15479,Product replacement or account refund processed,Complete,Defective
15534,15479,Product replacement or account refund processed,Complete,Incorrect
15535,15473,Product replacement or account refund processed,Complete,Order
15536,15474,Product replacement or account refund processed,Complete,Incorrect
15537,15484,Product replacement or account refund processed,Complete,Defective
15538,15476,Product replacement or account refund processed,Complete,Incorrect
15539,15477,Product replacement or account refund processed,Complete,Incorrect
15540,15478,Product replacement or account refund processed,Complete,Defective
15541,15488,Product replacement or account refund processed,Complete,Order
15542,15480,Product replacement or account refund processed,Complete,Defective
15543,15481,Product replacement or account refund processed,Complete,Incorrect
15544,15482,Product replacement or account refund processed,Complete,Defective
15545,15483,Product replacement or account refund processed,Complete,Incorrect
15546,15484,Product replacement or account refund processed,Complete,Incorrect
15547,15485,Product replacement or account refund processed,Complete,Defective
15548,15486,Product replacement or account refund processed,Complete,Defective
15549,15487,Product replacement or account refund processed,Complete,Order
15550,15488,Awaiting customer Documentation,Pending,Incorrect
15551,15492,Product replacement or account refund processed,Complete,Incorrect
15552,15499,Product replacement or account refund processed,Complete,Incorrect
15553,15494,Awaiting customer Documentation,Pending,Incorrect
15554,15495,Product replacement or account refund processed,Complete,Defective
15555,15497,Product replacement or account refund processed,Complete,Order
15556,15498,Product replacement or account refund processed,Complete,Incorrect
15557,15499,Product replacement or account refund processed,Complete,Incorrect
15558,15501,Product replacement or account refund processed,Complete,Order
15559,15502,Product replacement or account refund processed,Complete,Incorrect
15560,15507,Received returned equipment,Initiated,Incorrect
15561,15503,Product replacement or account refund processed,Complete,Order
15562,15506,Product replacement or account refund processed,Complete,Order
15563,15507,Received returned equipment,Initiated,Order
15564,15511,Product replacement or account refund processed,Complete,Defective
15565,15511,Product replacement or account refund processed,Complete,Defective
15566,15510,Product replacement or account refund processed,Complete,Defective
15567,15514,Product replacement or account refund processed,Complete,Incorrect
15568,15514,Product replacement or account refund processed,Complete,Defective
15569,15514,Product replacement or account refund processed,Complete,Order
15570,15516,Product replacement or account refund processed,Complete,Incorrect
15571,15511,Product replacement or account refund processed,Complete,Incorrect
15572,15512,Product replacement or account refund processed,Complete,Defective
15573,15514,Product replacement or account refund processed,Complete,Incorrect
15574,15516,Product replacement or account refund processed,Complete,Order
15575,15521,Product replacement or account refund processed,Complete,Order
15576,15514,Product replacement or account refund processed,Complete,Defective
15577,15515,Product replacement or account refund processed,Complete,Incorrect
15578,15516,Product replacement or account refund processed,Complete,Incorrect
15579,15517,Product replacement or account refund processed,Complete,Order
15580,15518,Product replacement or account refund processed,Complete,Defective
15581,15528,Product replacement or account refund processed,Complete,Defective
15582,15528,Product replacement or account refund processed,Complete,Defective
15583,15530,Product replacement or account refund processed,Complete,Incorrect
15584,15522,Product replacement or account refund processed,Complete,Order
15585,15532,Product replacement or account refund processed,Complete,Incorrect
15586,15532,Product replacement or account refund processed,Complete,Defective
15587,15532,Product replacement or account refund processed,Complete,Incorrect
15588,15535,Product replacement or account refund processed,Complete,Incorrect
15589,15532,Product replacement or account refund processed,Complete,Incorrect
15590,15533,Product replacement or account refund processed,Complete,Defective
15591,15535,Product replacement or account refund processed,Complete,Order
15592,15536,Product replacement or account refund processed,Complete,Incorrect
15593,15531,Product replacement or account refund processed,Complete,Defective
15594,15532,Product replacement or account refund processed,Complete,Defective
15595,15542,Product replacement or account refund processed,Complete,Defective
15596,15534,Product replacement or account refund processed,Complete,Defective
15597,15535,Product replacement or account refund processed,Complete,Order
15598,15545,Product replacement or account refund processed,Complete,Order
15599,15546,Product replacement or account refund processed,Complete,Defective
15600,15538,Product replacement or account refund processed,Complete,Order
15601,15539,Product replacement or account refund processed,Complete,Defective
15602,15541,Product replacement or account refund processed,Complete,Order
15603,15542,Product replacement or account refund processed,Complete,Defective
15604,15543,Product replacement or account refund processed,Complete,Order
15605,15544,Product replacement or account refund processed,Complete,Defective
15606,15545,Product replacement or account refund processed,Complete,Incorrect
15607,15546,Product replacement or account refund processed,Complete,Order
15608,15554,Product replacement or account refund processed,Complete,Defective
15609,15556,Product replacement or account refund processed,Complete,Incorrect
15610,15555,Product replacement or account refund processed,Complete,Defective
15611,15556,Product replacement or account refund processed,Complete,Order
15612,15557,Product replacement or account refund processed,Complete,Incorrect
15613,15559,Product replacement or account refund processed,Complete,Order
15614,15552,Product replacement or account refund processed,Complete,Incorrect
15615,15553,Product replacement or account refund processed,Complete,Defective
15616,15563,Product replacement or account refund processed,Complete,Defective
15617,15564,Product replacement or account refund processed,Complete,Defective
15618,15564,Product replacement or account refund processed,Complete,Incorrect
15619,15564,Product replacement or account refund processed,Complete,Order
15620,15564,Product replacement or account refund processed,Complete,Defective
15621,15565,Product replacement or account refund processed,Complete,Incorrect
15622,15567,Awaiting customer Documentation,Pending,Order
15623,15569,Product replacement or account refund processed,Complete,Order
15624,15570,Product replacement or account refund processed,Complete,Order
15625,15571,Product replacement or account refund processed,Complete,Order
15626,15573,Product replacement or account refund processed,Complete,Incorrect
15627,15572,Product replacement or account refund processed,Complete,Order
15628,15573,Product replacement or account refund processed,Complete,Order
15629,15567,Received returned equipment,Initiated,Incorrect
15630,15577,Product replacement or account refund processed,Complete,Defective
15631,15569,Product replacement or account refund processed,Complete,Defective
15632,15579,Product replacement or account refund processed,Complete,Defective
15633,15579,Product replacement or account refund processed,Complete,Order
15634,15579,Product replacement or account refund processed,Complete,Defective
15635,15580,Awaiting customer Documentation,Pending,Incorrect
15636,15574,Product replacement or account refund processed,Complete,Incorrect
15637,15575,Product replacement or account refund processed,Complete,Defective
15638,15585,Product replacement or account refund processed,Complete,Incorrect
15639,15585,Product replacement or account refund processed,Complete,Order
15640,15587,Product replacement or account refund processed,Complete,Incorrect
15641,15579,Product replacement or account refund processed,Complete,Order
15642,15580,Product replacement or account refund processed,Complete,Defective
15643,15581,Product replacement or account refund processed,Complete,Defective
15644,15591,Awaiting customer Documentation,Pending,Defective
15645,15591,Awaiting customer Documentation,Pending,Order
15646,15584,Product replacement or account refund processed,Complete,Order
15647,15594,Received returned equipment,Initiated,Order
15648,15587,Product replacement or account refund processed,Complete,Defective
15649,15588,Product replacement or account refund processed,Complete,Order
15650,15597,Product replacement or account refund processed,Complete,Incorrect
15651,15589,Product replacement or account refund processed,Complete,Order
15652,15590,Product replacement or account refund processed,Complete,Defective
15653,15591,Product replacement or account refund processed,Complete,Order
15654,15594,Product replacement or account refund processed,Complete,Order
15655,15596,Product replacement or account refund processed,Complete,Defective
15656,15597,Product replacement or account refund processed,Complete,Defective
15657,15600,Received returned equipment,Initiated,Defective
15658,15601,Product replacement or account refund processed,Complete,Incorrect
15659,15606,Product replacement or account refund processed,Complete,Incorrect
15660,15606,Product replacement or account refund processed,Complete,Incorrect
15661,15606,Product replacement or account refund processed,Complete,Order
15662,15603,Product replacement or account refund processed,Complete,Order
15663,15604,Product replacement or account refund processed,Complete,Rejected
15664,15606,Product replacement or account refund processed,Complete,Defective
15665,15609,Product replacement or account refund processed,Complete,Order
15666,15610,Product replacement or account refund processed,Complete,Defective
15667,15614,Product replacement or account refund processed,Complete,Incorrect
15668,15611,Product replacement or account refund processed,Complete,Order
15669,15616,Product replacement or account refund processed,Complete,Incorrect
15670,15614,Product replacement or account refund processed,Complete,Defective
15671,15616,Product replacement or account refund processed,Complete,Order
15672,15617,Awaiting customer Documentation,Pending,Incorrect
15673,15611,Product replacement or account refund processed,Complete,Defective
15674,15612,Product replacement or account refund processed,Complete,Defective
15675,15622,Awaiting customer Documentation,Pending,Incorrect
15676,15623,Product replacement or account refund processed,Complete,Order
15677,15624,Product replacement or account refund processed,Complete,Order
15678,15616,Product replacement or account refund processed,Complete,Defective
15679,15626,Product replacement or account refund processed,Complete,Order
15680,15618,Product replacement or account refund processed,Complete,Order
15681,15619,Product replacement or account refund processed,Complete,Incorrect
15682,15620,Product replacement or account refund processed,Complete,Defective
15683,15630,Product replacement or account refund processed,Complete,Order
15684,15630,Product replacement or account refund processed,Complete,Incorrect
15685,15631,Product replacement or account refund processed,Complete,Order
15686,15633,Product replacement or account refund processed,Complete,Defective
15687,15626,Product replacement or account refund processed,Complete,Defective
15688,15635,Product replacement or account refund processed,Complete,Incorrect
15689,15627,Product replacement or account refund processed,Complete,Incorrect
15690,15630,Product replacement or account refund processed,Complete,Order
15691,15638,Product replacement or account refund processed,Complete,Order
15692,15638,Product replacement or account refund processed,Complete,Order
15693,15631,Product replacement or account refund processed,Complete,Incorrect
15694,15632,Product replacement or account refund processed,Complete,Defective
15695,15633,Product replacement or account refund processed,Complete,Defective
15696,15643,Product replacement or account refund processed,Complete,Order
15697,15643,Product replacement or account refund processed,Complete,Incorrect
15698,15636,Product replacement or account refund processed,Complete,Incorrect
15699,15638,Product replacement or account refund processed,Complete,Order
15700,15639,Product replacement or account refund processed,Complete,Defective
15701,15640,Product replacement or account refund processed,Complete,Incorrect
15702,15641,Product replacement or account refund processed,Complete,Defective
15703,15643,Product replacement or account refund processed,Complete,Order
15704,15647,Product replacement or account refund processed,Complete,Incorrect
15705,15648,Product replacement or account refund processed,Complete,Defective
15706,15649,Product replacement or account refund processed,Complete,Order
15707,15650,Product replacement or account refund processed,Complete,Incorrect
15708,15651,Product replacement or account refund processed,Complete,Defective
15709,15656,Received returned equipment,Initiated,Incorrect
15710,15653,Product replacement or account refund processed,Complete,Order
15711,15656,Product replacement or account refund processed,Complete,Incorrect
15712,15657,Product replacement or account refund processed,Complete,Incorrect
15713,15659,Product replacement or account refund processed,Complete,Defective
15714,15661,Product replacement or account refund processed,Complete,Order
15715,15653,Product replacement or account refund processed,Complete,Defective
15716,15663,Product replacement or account refund processed,Complete,Incorrect
15717,15655,Product replacement or account refund processed,Complete,Incorrect
15718,15665,Product replacement or account refund processed,Complete,Order
15719,15665,Product replacement or account refund processed,Complete,Defective
15720,15659,Product replacement or account refund processed,Complete,Defective
15721,15660,Product replacement or account refund processed,Complete,Order
15722,15661,Product replacement or account refund processed,Complete,Incorrect
15723,15662,Product replacement or account refund processed,Complete,Defective
15724,15671,Product replacement or account refund processed,Complete,Order
15725,15671,Product replacement or account refund processed,Complete,Defective
15726,15673,Product replacement or account refund processed,Complete,Order
15727,15674,Product replacement or account refund processed,Complete,Incorrect
15728,15666,Received returned equipment,Initiated,Defective
15729,15676,Product replacement or account refund processed,Complete,Order
15730,15676,Received returned equipment,Initiated,Defective
15731,15676,Product replacement or account refund processed,Complete,Order
15732,15671,Product replacement or account refund processed,Complete,Incorrect
15733,15672,Product replacement or account refund processed,Complete,Order
15734,15673,Product replacement or account refund processed,Complete,Order
15735,15682,Product replacement or account refund processed,Complete,Order
15736,15674,Product replacement or account refund processed,Complete,Defective
15737,15676,Product replacement or account refund processed,Complete,Order
15738,15677,Product replacement or account refund processed,Complete,Incorrect
15739,15678,Product replacement or account refund processed,Complete,Incorrect
15740,15679,Product replacement or account refund processed,Complete,Incorrect
15741,15688,Product replacement or account refund processed,Complete,Order
15742,15688,Product replacement or account refund processed,Complete,Defective
15743,15688,Product replacement or account refund processed,Complete,Incorrect
15744,15688,Product replacement or account refund processed,Complete,Order
15745,15688,Product replacement or account refund processed,Complete,Incorrect
15746,15692,Product replacement or account refund processed,Complete,Defective
15747,15688,Product replacement or account refund processed,Complete,Incorrect
15748,15691,Product replacement or account refund processed,Complete,Defective
15749,15692,Product replacement or account refund processed,Complete,Order
15750,15697,Product replacement or account refund processed,Complete,Defective
15751,15693,Product replacement or account refund processed,Complete,Order
15752,15696,Product replacement or account refund processed,Complete,Order
15753,15697,Product replacement or account refund processed,Complete,Order
15754,15701,Product replacement or account refund processed,Complete,Order
15755,15702,Product replacement or account refund processed,Complete,Incorrect
15756,15703,Product replacement or account refund processed,Complete,Order
15757,15695,Product replacement or account refund processed,Complete,Incorrect
15758,15696,Product replacement or account refund processed,Complete,Defective
15759,15706,Product replacement or account refund processed,Complete,Defective
15760,15698,Product replacement or account refund processed,Complete,Defective
15761,15708,Product replacement or account refund processed,Complete,Incorrect
15762,15700,Product replacement or account refund processed,Complete,Defective
15763,15701,Received returned equipment,Initiated,Incorrect
15764,15711,Product replacement or account refund processed,Complete,Order
15765,15711,Product replacement or account refund processed,Complete,Order
15766,15704,Product replacement or account refund processed,Complete,Defective
15767,15705,Product replacement or account refund processed,Complete,Order
15768,15715,Product replacement or account refund processed,Complete,Defective
15769,15715,Product replacement or account refund processed,Complete,Order
15770,15717,Product replacement or account refund processed,Complete,Order
15771,15715,Awaiting customer Documentation,Pending,Rejected
15772,15717,Product replacement or account refund processed,Complete,Incorrect
15773,15720,Product replacement or account refund processed,Complete,Defective
15774,15721,Product replacement or account refund processed,Complete,Defective
15775,15713,Product replacement or account refund processed,Complete,Incorrect
15776,15723,Product replacement or account refund processed,Complete,Defective
15777,15715,Product replacement or account refund processed,Complete,Incorrect
15778,15725,Product replacement or account refund processed,Complete,Incorrect
15779,15725,Product replacement or account refund processed,Complete,Defective
15780,15726,Product replacement or account refund processed,Complete,Order
15781,15725,Product replacement or account refund processed,Complete,Order
15782,15726,Product replacement or account refund processed,Complete,Incorrect
15783,15730,Product replacement or account refund processed,Complete,Order
15784,15730,Product replacement or account refund processed,Complete,Order
15785,15731,Product replacement or account refund processed,Complete,Defective
15786,15728,Awaiting customer Documentation,Pending,Incorrect
15787,15730,Product replacement or account refund processed,Complete,Defective
15788,15731,Received returned equipment,Initiated,Order
15789,15732,Product replacement or account refund processed,Complete,Rejected
15790,15737,Product replacement or account refund processed,Complete,Defective
15791,15737,Product replacement or account refund processed,Complete,Defective
15792,15736,Product replacement or account refund processed,Complete,Incorrect
15793,15737,Product replacement or account refund processed,Complete,Order
15794,15738,Product replacement or account refund processed,Complete,Incorrect
15795,15733,Product replacement or account refund processed,Complete,Defective
15796,15736,Product replacement or account refund processed,Complete,Order
15797,15737,Product replacement or account refund processed,Complete,Defective
15798,15738,Product replacement or account refund processed,Complete,Defective
15799,15739,Awaiting customer Documentation,Pending,Incorrect
15800,15740,Product replacement or account refund processed,Complete,Incorrect
15801,15744,Product replacement or account refund processed,Complete,Defective
15802,15747,Product replacement or account refund processed,Complete,Order
15803,15748,Product replacement or account refund processed,Complete,Defective
15804,15750,Product replacement or account refund processed,Complete,Incorrect
15805,15752,Awaiting customer Documentation,Pending,Incorrect
15806,15752,Product replacement or account refund processed,Complete,Order
15807,15753,Product replacement or account refund processed,Complete,Defective
15808,15754,Product replacement or account refund processed,Complete,Defective
15809,15756,Product replacement or account refund processed,Complete,Order
15810,15757,Product replacement or account refund processed,Complete,Defective
15811,15757,Product replacement or account refund processed,Complete,Incorrect
15812,15750,Product replacement or account refund processed,Complete,Defective
15813,15751,Product replacement or account refund processed,Complete,Defective
15814,15752,Product replacement or account refund processed,Complete,Incorrect
15815,15762,Received returned equipment,Initiated,Order
15816,15763,Product replacement or account refund processed,Complete,Defective
15817,15764,Product replacement or account refund processed,Complete,Incorrect
15818,15765,Product replacement or account refund processed,Complete,Incorrect
15819,15757,Product replacement or account refund processed,Complete,Defective
15820,15758,Product replacement or account refund processed,Complete,Order
15821,15768,Product replacement or account refund processed,Complete,Defective
15822,15768,Product replacement or account refund processed,Complete,Incorrect
15823,15768,Product replacement or account refund processed,Complete,Order
15824,15769,Product replacement or account refund processed,Complete,Order
15825,15772,Product replacement or account refund processed,Complete,Order
15826,15764,Product replacement or account refund processed,Complete,Defective
15827,15765,Product replacement or account refund processed,Complete,Incorrect
15828,15766,Product replacement or account refund processed,Complete,Order
15829,15776,Product replacement or account refund processed,Complete,Defective
15830,15777,Product replacement or account refund processed,Complete,Defective
15831,15769,Received returned equipment,Initiated,Defective
15832,15770,Awaiting customer Documentation,Pending,Incorrect
15833,15780,Product replacement or account refund processed,Complete,Incorrect
15834,15781,Product replacement or account refund processed,Complete,Incorrect
15835,15773,Awaiting customer Documentation,Pending,Incorrect
15836,15774,Product replacement or account refund processed,Complete,Defective
15837,15776,Product replacement or account refund processed,Complete,Incorrect
15838,15777,Received returned equipment,Initiated,Incorrect
15839,15778,Product replacement or account refund processed,Complete,Order
15840,15787,Product replacement or account refund processed,Complete,Incorrect
15841,15779,Product replacement or account refund processed,Complete,Incorrect
15842,15789,Product replacement or account refund processed,Complete,Incorrect
15843,15789,Product replacement or account refund processed,Complete,Incorrect
15844,15791,Product replacement or account refund processed,Complete,Defective
15845,15792,Product replacement or account refund processed,Complete,Order
15846,15791,Product replacement or account refund processed,Complete,Rejected
15847,15792,Product replacement or account refund processed,Complete,Defective
15848,15793,Product replacement or account refund processed,Complete,Incorrect
15849,15787,Product replacement or account refund processed,Complete,Order
15850,15789,Product replacement or account refund processed,Complete,Defective
15851,15790,Product replacement or account refund processed,Complete,Order
15852,15791,Product replacement or account refund processed,Complete,Incorrect
15853,15792,Product replacement or account refund processed,Complete,Incorrect
15854,15793,Product replacement or account refund processed,Complete,Rejected
15855,15794,Product replacement or account refund processed,Complete,Defective
15856,15797,Product replacement or account refund processed,Complete,Order
15857,15799,Product replacement or account refund processed,Complete,Incorrect
15858,15800,Awaiting customer Documentation,Pending,Incorrect
15859,15801,Product replacement or account refund processed,Complete,Incorrect
15860,15804,Product replacement or account refund processed,Complete,Incorrect
15861,15808,Product replacement or account refund processed,Complete,Rejected
15862,15806,Product replacement or account refund processed,Complete,Order
15863,15807,Product replacement or account refund processed,Complete,Order
15864,15808,Product replacement or account refund processed,Complete,Order
15865,15812,Awaiting customer Documentation,Pending,Defective
15866,15804,Product replacement or account refund processed,Complete,Defective
15867,15805,Product replacement or account refund processed,Complete,Defective
15868,15806,Product replacement or account refund processed,Complete,Order
15869,15807,Product replacement or account refund processed,Complete,Defective
15870,15808,Product replacement or account refund processed,Complete,Defective
15871,15809,Product replacement or account refund processed,Complete,Incorrect
15872,15810,Product replacement or account refund processed,Complete,Defective
15873,15811,Received returned equipment,Initiated,Incorrect
15874,15812,Awaiting customer Documentation,Pending,Order
15875,15816,Product replacement or account refund processed,Complete,Incorrect
15876,15817,Product replacement or account refund processed,Complete,Incorrect
15877,15824,Product replacement or account refund processed,Complete,Incorrect
15878,15824,Product replacement or account refund processed,Complete,Order
15879,15818,Awaiting customer Documentation,Pending,Incorrect
15880,15821,Product replacement or account refund processed,Complete,Incorrect
15881,15823,Product replacement or account refund processed,Complete,Order
15882,15824,Product replacement or account refund processed,Complete,Order
15883,15830,Product replacement or account refund processed,Complete,Order
15884,15831,Product replacement or account refund processed,Complete,Incorrect
15885,15832,Product replacement or account refund processed,Complete,Order
15886,15825,Product replacement or account refund processed,Complete,Incorrect
15887,15826,Product replacement or account refund processed,Complete,Incorrect
15888,15827,Awaiting customer Documentation,Pending,Order
15889,15836,Product replacement or account refund processed,Complete,Order
15890,15828,Product replacement or account refund processed,Complete,Order
15891,15830,Product replacement or account refund processed,Complete,Defective
15892,15831,Product replacement or account refund processed,Complete,Order
15893,15840,Awaiting customer Documentation,Pending,Order
15894,15841,Product replacement or account refund processed,Complete,Order
15895,15840,Product replacement or account refund processed,Complete,Defective
15896,15841,Product replacement or account refund processed,Complete,Defective
15897,15836,Product replacement or account refund processed,Complete,Order
15898,15837,Product replacement or account refund processed,Complete,Incorrect
15899,15838,Product replacement or account refund processed,Complete,Defective
15900,15847,Product replacement or account refund processed,Complete,Incorrect
15901,15840,Product replacement or account refund processed,Complete,Defective
15902,15841,Received returned equipment,Initiated,Order
15903,15842,Product replacement or account refund processed,Complete,Order
15904,15847,Awaiting customer Documentation,Pending,Order
15905,15848,Product replacement or account refund processed,Complete,Incorrect
15906,15851,Product replacement or account refund processed,Complete,Incorrect
15907,15852,Product replacement or account refund processed,Complete,Incorrect
15908,15854,Product replacement or account refund processed,Complete,Incorrect
15909,15847,Product replacement or account refund processed,Complete,Defective
15910,15848,Product replacement or account refund processed,Complete,Defective
15911,15858,Product replacement or account refund processed,Complete,Incorrect
15912,15858,Product replacement or account refund processed,Complete,Incorrect
15913,15851,Product replacement or account refund processed,Complete,Defective
15914,15852,Product replacement or account refund processed,Complete,Defective
15915,15862,Product replacement or account refund processed,Complete,Incorrect
15916,15854,Product replacement or account refund processed,Complete,Defective
15917,15855,Awaiting customer Documentation,Pending,Order
15918,15856,Product replacement or account refund processed,Complete,Order
15919,15857,Product replacement or account refund processed,Complete,Defective
15920,15858,Product replacement or account refund processed,Complete,Incorrect
15921,15859,Product replacement or account refund processed,Complete,Defective
15922,15861,Product replacement or account refund processed,Complete,Order
15923,15870,Product replacement or account refund processed,Complete,Incorrect
15924,15870,Product replacement or account refund processed,Complete,Order
15925,15863,Product replacement or account refund processed,Complete,Incorrect
15926,15865,Product replacement or account refund processed,Complete,Defective
15927,15867,Product replacement or account refund processed,Complete,Order
15928,15875,Product replacement or account refund processed,Complete,Defective
15929,15876,Product replacement or account refund processed,Complete,Rejected
15930,15877,Product replacement or account refund processed,Complete,Defective
